"collection_no","lng","lat"
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23076,29.5,-29.5
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23084,26.5,-31.1
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23087,27.5,-29.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23086,28,-31.5
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23093,26.883333,-30.799999
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23095,26.9,-30.533333
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23127,26.466667,-31.483334
23128,27.5,-29.5
23128,27.5,-29.5
23128,27.5,-29.5
23128,27.5,-29.5
23128,27.5,-29.5
23128,27.5,-29.5
23128,27.5,-29.5
23128,27.5,-29.5
23129,27.5,-30
23129,27.5,-30
23129,27.5,-30
23129,27.5,-30
23129,27.5,-30
23129,27.5,-30
23130,27,-30
23130,27,-30
23130,27,-30
23130,27,-30
23130,27,-30
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23131,26.433332,-31.466667
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23132,26.716667,-30.9
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23133,27.916668,-31.5
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23134,28,-31.533333
23136,26.816668,-30.5
23136,26.816668,-30.5
23136,26.816668,-30.5
23136,26.816668,-30.5
23136,26.816668,-30.5
23136,26.816668,-30.5
23138,27.783333,-31.4
23138,27.783333,-31.4
23138,27.783333,-31.4
23138,27.783333,-31.4
23138,27.783333,-31.4
23139,26.966667,-30.833332
23139,26.966667,-30.833332
23139,26.966667,-30.833332
23139,26.966667,-30.833332
23139,26.966667,-30.833332
23139,26.966667,-30.833332
23140,26.466667,-31.483334
23140,26.466667,-31.483334
23140,26.466667,-31.483334
23140,26.466667,-31.483334
23140,26.466667,-31.483334
23140,26.466667,-31.483334
23140,26.466667,-31.483334
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23142,26.833332,-31.466667
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23143,26.216667,-31.566668
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23144,26.9,-31.483334
23147,26.9,-31.516666
23147,26.9,-31.516666
23147,26.9,-31.516666
23147,26.9,-31.516666
