"long","lat"
"1",-86.5962459161957,73.836782416843
"2",-86.3645793875741,73.8466121850634
"3",-86.2148392128642,73.8466321786591
"4",-85.8679906985128,73.8368849444582
"5",-85.569022388805,73.8237212262656
"6",-85.33206478316,73.8065466959405
"7",-85.16547221372,73.7861290478954
"8",-85.0776259620859,73.7632350554473
"9",-85.0437504927218,73.7409585182702
"10",-85.029934403652,73.7186522440293
"11",-85.0379563591392,73.6952166440809
"12",-85.0695950234459,73.6695483526971
"13",-85.1266380439875,73.6405366129062
"14",-85.2108730681794,73.6070589080538
"15",-85.5753914441694,73.4875206974639
"16",-85.7713409570944,73.4161514192777
"17",-85.9361189296605,73.3446651763927
"18",-86.0623771428435,73.2762713611297
"19",-86.5242639124792,72.9302511131008
"20",-86.6436500137387,72.8092500432053
"21",-86.6644280462604,72.7596942660848
"22",-86.6599544361454,72.7134224253333
"23",-86.6307502062587,72.6673834631702
"24",-86.5773453626178,72.618491317743
"25",-86.4083542913692,72.5001898928861
"26",-86.3647321011724,72.4546894334191
"27",-86.3577162588034,72.405319335469
"28",-86.3940261625875,72.2471832680459
"29",-86.4035932203634,72.1346778353855
"30",-86.3508621131856,72.0339753747239
"31",-86.2360753861808,71.9162573091698
"32",-86.1448065533143,71.850063050998
"33",-86.0662039659538,71.8061345032546
"34",-85.859438737008,71.7072803011484
"35",-85.4917223586065,71.5588498845105
"36",-85.0665138020214,71.4195330255446
"37",-84.9642585732301,71.3721744441987
"38",-84.9447920810232,71.3522706821995
"39",-84.9451244576783,71.3339708928829
"40",-84.9642585732301,71.3165832897965
"41",-85.0012242471716,71.2994133665019
"42",-85.0388277249648,71.2906555738067
"43",-85.4360537604496,71.2401694727196
"44",-85.8177838572834,71.2066224225704
"45",-86.0234531415826,71.1676044328677
"46",-86.2941245198406,71.0982089221111
"47",-86.5021743396427,71.0541243612226
"48",-86.5411252903621,71.040834744117
"49",-86.5695659522573,71.0130945973904
"50",-86.5329506212766,70.989462209021
"51",-86.4323572757609,70.9767496717256
"52",-86.3775420771239,70.9763982996049
"53",-86.2554789963178,70.9853358490629
"54",-86.045713394323,71.0221090258273
"55",-85.8566629427801,71.0707070076455
"56",-85.7275391038407,71.0965122806535
"57",-85.1024194639276,71.1700110935177
"58",-85.0135042171055,71.1681437825912
"59",-84.9631177128192,71.1497104657785
"60",-84.9443788559925,71.0773501336483
"61",-84.8963549209035,71.0537393657803
"62",-84.8242741025057,71.0477797252933
"63",-84.7835714369823,71.0524968290824
"64",-84.7212642888757,71.071572489471
"65",-84.6900208832941,71.1002545913916
"66",-84.6615083561761,71.1905455325161
"67",-84.6349631395304,71.4654876450553
"68",-84.6367418037929,71.5571220864007
"69",-84.6591547701317,71.6003042221729
"70",-84.7071876883736,71.6230481890801
"71",-84.7875330073852,71.6410263248322
"72",-85.1835283509308,71.6905924462329
"73",-85.3162724004651,71.7212629668559
"74",-85.4313555715137,71.7693805424995
"75",-85.6479304033621,71.8968230126987
"76",-85.7378607464553,71.9331308563515
"77",-85.8667869560321,71.9631778543047
"78",-85.8884992364493,71.9865245229371
"79",-85.8557286948846,72.0104856410009
"80",-85.7091685562805,72.0435490693899
"81",-85.6454600363307,72.0647647920866
"82",-85.4293792778886,72.1750207897366
"83",-85.3443537362467,72.2099408203984
"84",-85.3009471417181,72.2215962853274
"85",-85.2071181102918,72.2325042365615
"86",-85.0809946444014,72.2324466701169
"87",-85.019073771867,72.221793771882
"88",-84.8936599750511,72.1744570646733
"89",-84.6999382840307,72.111881106144
"90",-84.512235305414,72.0599867974588
"91",-84.4382949743781,72.044922666973
"92",-84.3770837709182,72.037100664773
"93",-84.3281705036979,72.0364967046686
"94",-84.2911509308393,72.0430810260351
"95",-84.2656118273118,72.0568127762336
"96",-84.2511220017789,72.0776429212593
"97",-84.2560807021473,72.1002361284752
"98",-84.3323297034633,72.1411722485198
"99",-84.8144555164503,72.3052824529571
"100",-84.7757111782462,72.3144842687564
"101",-84.6872091564548,72.3242160614274
"102",-84.6305344451797,72.3390970066751
"103",-84.6070704499585,72.358864046141
"104",-84.6090018278193,72.3695517039209
"105",-84.6426167857511,72.3904978532
"106",-84.6783787172119,72.3999066575481
"107",-84.7247677184838,72.4050287810685
"108",-85.025918934332,72.4025439438659
"109",-85.1775545542914,72.4142753638944
"110",-85.3118167566559,72.4373549737915
"111",-85.4182491515184,72.470470548368
"112",-85.5121410650146,72.5230199910236
"113",-85.5816976174639,72.5875043209657
"114",-85.6264606680716,72.6586996133667
"115",-85.645954109737,72.7314581347694
"116",-85.6397018353595,72.8007094898273
"117",-85.6072367209915,72.8614580172542
"118",-85.5480736763793,72.9087712079329
"119",-85.4617455775755,72.9377487890595
"120",-85.4094636280397,72.9425636482784
"121",-85.2869513895915,72.9337973532596
"122",-85.0662353242833,72.9016890506745
"123",-84.7411979050304,72.846489795218
"124",-84.4701761838115,72.7935971909201
"125",-84.3547965687192,72.7776485875361
"126",-84.2654052147964,72.7732302131135
"127",-84.231323132917,72.7754382076694
"128",-84.1640123686779,72.7980237830214
"129",-84.1563856719157,72.8167276150886
"130",-84.1832093662995,72.8371162895307
"131",-84.2457410932271,72.8595545892393
"132",-84.3452834098604,72.8844127106159
"133",-84.6604752935994,72.9428166093478
"134",-85.1301055409842,73.0177300778218
"135",-85.2588790369628,73.047033914177
"136",-85.2815345484282,73.0589401149269
"137",-85.2786240069077,73.0698127763914
"138",-85.2029589105263,73.090858468525
"139",-85.1399241270396,73.0944559137062
"140",-85.0227478813791,73.0893482083719
"141",-84.2143000582829,73.0169560511401
"142",-83.998039636784,73.0036715681963
"143",-83.8777462370875,73.0079485867842
"144",-83.8430712671205,73.0163919084285
"145",-83.810516321224,73.0408353926686
"146",-83.8403673381153,73.0624211506472
"147",-83.9462068448903,73.0831594776525
"148",-84.6973870686238,73.1615032140661
"149",-84.9402735551441,73.1984124330135
"150",-84.9824943734977,73.2094680529785
"151",-85.0136209980924,73.2301870477994
"152",-85.0062278633041,73.2548364097695
"153",-84.9722715455644,73.2812415343862
"154",-84.9175102458445,73.3049225267531
"155",-84.8266456548558,73.3239289224556
"156",-84.7916023756223,73.3225574728666
"157",-84.6784685487403,73.2987433058762
"158",-84.6353404319497,73.2940829003803
"159",-84.5589926159524,73.2978087441009
"160",-84.5044918276649,73.3173671425988
"161",-84.4759254016299,73.3682537355636
"162",-84.4346837469359,73.3995571280542
"163",-84.3596654375591,73.4247923242271
"164",-84.3111294627581,73.4345916704984
"165",-84.1952827237181,73.4474593229288
"166",-84.0928837644813,73.4484855514842
"167",-84.0282050640247,73.4403482405239
"168",-83.7879506412869,73.3818625708757
"169",-83.7059075063883,73.3685622709972
"170",-83.6729842512253,73.3673718077785
"171",-83.6146386735217,73.375189297449
"172",-83.5653660801878,73.3935967942577
"173",-83.5556283425079,73.4047405680019
"174",-83.566713553114,73.4302012350919
"175",-83.6163903883258,73.4579848254981
"176",-83.7617737339077,73.5029607120037
"177",-83.7754101599206,73.5165949373588
"178",-83.7631930720566,73.5243162196172
"179",-83.6005710561724,73.5723917285951
"180",-83.4135867297829,73.6109754215253
"181",-83.178883895501,73.6508744389172
"182",-82.8978639251699,73.6898010530093
"183",-82.7342357961676,73.70705321349
"184",-82.5767431605557,73.7171209472805
"185",-82.2311792370606,73.7249572921641
