"long","lat"
"1",-94.9108904892548,71.9441069270547
"2",-94.733598984781,71.9569324833254
"3",-94.624992666931,71.9540608586748
"4",-94.5427339363641,71.9425448807217
"5",-94.5036841709635,71.9237093006153
"6",-94.4648320349253,71.8170253458105
"7",-94.4127297484464,71.7806212534565
"8",-94.3221795678071,71.7591819743306
"9",-94.0245407647198,71.7449684452067
"10",-93.9576611918171,71.7377070659859
"11",-93.8357508246092,71.7105760782377
"12",-93.7042195007084,71.6608926096992
"13",-93.1406793735217,71.4013255561084
"14",-93.0096600893329,71.3182867852497
"15",-92.9282367919803,71.2250049881828
"16",-92.8828718701323,71.1057038184363
"17",-92.8353779410609,70.8922644199318
"18",-92.7869317977883,70.8143508468187
"19",-92.6806970322884,70.7620295386822
"20",-92.4039710090153,70.6441138695388
"21",-92.3064499017713,70.5935848197372
"22",-92.1800749076014,70.5127531563671
"23",-92.0178750999008,70.3893444957705
"24",-91.8646943776527,70.2965652078505
"25",-91.8098791790157,70.252705442126
"26",-91.810768511147,70.2149468466134
"27",-91.8359482885609,70.1971813345344
"28",-91.9237945401949,70.1749376784909
"29",-92.0432435235243,70.172640390733
"30",-92.2562250942362,70.2068386673598
"31",-92.3370195708899,70.1901225979163
"32",-92.3934966528025,70.1661523726851
"33",-92.4169965806351,70.1429568324425
"34",-92.3958322725412,70.1186385691623
"35",-92.3109235118862,70.0824273872283
"36",-92.243280370992,70.0677206340722
"37",-92.1760684214342,70.0617020683852
"38",-92.1564132830177,70.050487267565
"39",-92.1652616885662,70.0085959033982
"40",-92.2351057019065,69.9449598962059
"41",-92.3620646010111,69.8646199079903
"42",-92.6451506964957,69.7031538465591
"43",-92.8058862502832,69.6478362249045
"44",-92.8001460156177,69.6329346021958
"45",-92.7222441141789,69.6060552989773
"46",-92.6819995894503,69.6017912863648
"47",-92.4539442882709,69.6323562037377
"48",-92.3797434458026,69.6343914713116
"49",-92.2860401785161,69.6232529547817
"50",-91.9570771214715,69.5661650523444
"51",-91.7986771874227,69.5519374305496
"52",-91.7681344677627,69.5553077394375
"53",-91.7092409177358,69.5827274194381
"54",-91.6164808814976,69.6085532006294
"55",-91.4319579389866,69.6467802037783
"56",-91.3467886668993,69.6570851020456
"57",-91.312751500784,69.6483798366245
"58",-91.3062566812798,69.6121743247799
"59",-91.3311040820385,69.5814801249633
"60",-91.3988190881555,69.5323734954274
"61",-91.396923642906,69.5145271121984
"62",-91.3434559171952,69.5118421104967
"63",-91.1090046111928,69.5341607701742
"64",-91.0758657603617,69.5283272320591
"65",-91.0198108866326,69.5019197748325
"66",-90.98183011642,69.4941170564759
"67",-90.7434711389318,69.4879074606459
"68",-90.6798704168161,69.4696396286571
"69",-90.6835355431753,69.4406392933787
"70",-90.8439477034605,69.3684116314046
"71",-90.9062458684142,69.3081270520175
"72",-90.9517814701662,69.3037463140259
"73",-91.0870138530376,69.3227484854731
"74",-91.1385591840404,69.3210640974813
"75",-91.2231355680402,69.2952362604826
"76",-91.237571494656,69.2645755393015
"77",-91.1982522346701,69.232431742139
"78",-91.1605589253485,69.217542080836
"79",-90.9353243341612,69.169710296253
"80",-90.8309400981465,69.1346713348624
"81",-90.7400305913936,69.0882798100448
"82",-90.6624341171513,69.0303254482754
"83",-90.5979889786686,68.9605687206212
"84",-90.5465334791942,68.8787559084588
"85",-90.5079059219771,68.7846116841618
"86",-90.4477367642468,68.5394891615306
"87",-90.3979521312009,68.4434220911148
"88",-90.3278116738168,68.3839566402098
"89",-90.283623544991,68.3661061091079
"90",-90.2325543210888,68.3551610906102
"91",-90.1941154100813,68.3533154215329
"92",-90.1545176723573,68.3582125774401
"93",-90.0744777805423,68.3868818355726
"94",-89.9976358911387,68.4384211474834
"95",-89.8957579547667,68.5471094401272
